编号,下注点A,下注类别,单点下注额S,组件筹码数,总下注额,基础赔率R,开奖结果B,覆盖/组件命中,幸运倍数L,奖励倍数G,是否命中,派彩口径不含本金,总返还口径含本金,现金净额,核对说明,覆盖数字
GOR-0164-02,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,2,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-03,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,3,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-04,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,4,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-05,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,5,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-06,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,6,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-07,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,7,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-08,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,8,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-09,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,9,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-10,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,10,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-11,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,11,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-12,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,12,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-13,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,13,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-14,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,14,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-15,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,15,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-16,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,16,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-17,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,17,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-18,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,18,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-19,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,19,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-20,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,20,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-21,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,21,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-22,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,22,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-23,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,23,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-24,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,24,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-25,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,25,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-26,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,26,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-27,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,27,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-28,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,28,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-29,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,29,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-30,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,30,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-31,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,31,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-32,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,32,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-33,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,33,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-34,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,34,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-35,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,35,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件7枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0164-36,邻注-0-左右3,邻注,S,7,S×7,直注组件合计,36,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×7,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,15,19,26,32,35"
GOR-0165-00,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,0,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-01,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,1,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-02,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,2,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-03,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,3,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-04,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,4,是,只作用于命中的直注组件,只作用于命中的直注组件,命中,若B在覆盖数字内：B对应直注组件按普通/幸运/奖励实际倍数派彩，其余组件不派彩；否则0,若B在覆盖数字内：命中组件含本金总返还，其余组件0,若命中：命中组件盈利 - 未命中组件本金；总组件9枚,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-05,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,5,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-06,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,6,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-07,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,7,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-08,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,8,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-09,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,9,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
GOR-0165-10,邻注-0-左右4,邻注,S,9,S×9,直注组件合计,10,否,只作用于命中的直注组件,只作用于命中的直注组件,未命中,0,0,-S×9,以S为每个直注筹码；覆盖中心及轮盘左右邻号，命中号对应直注按直注规则结算,"0,3,4,12,15,19,26,32,35"
